Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
3f19k9oetotR26RnMveXk7,"A Violent Yet Flammable World","The Bird Of Music","Au Revoir Simone",2007-01-01,301186,0,,2023-05-29T21:44:40Z,"brooklyn indie","Co-operative Music",0.514,0.547,8,-7.447,0,0.0259,0.0354,0.576,0.118,0.353,141.526,4
3zuPdhijmasKIcqPxkFu3v,"Planted A Thought","Love Is Overtaking Me","Arthur Russell",2004-10-27,208786,44,,2023-05-29T21:43:42Z,"art pop,cello,experimental,fourth world,minimalism,modern cello,no wave","Audika Records",0.811,0.623,11,-10.859,0,0.038,0.0193,0.865,0.175,0.94,138.37,4
2AxlcWUZNfy08e9tsSUyrT,"Quiet Ferocity","Quiet Ferocity","The Jungle Giants",2017-07-07,338013,37,,2023-05-29T21:38:37Z,"australian indie","Amplifire Music",0.828,0.693,4,-4.847,0,0.0622,0.00656,0.127,0.0889,0.812,145.135,4
0sGbiOI0Osyu3xqwEv9VqZ,"The Breaking Hands","Mother Juno","The Gun Club",1987-10-09,252626,0,,2023-05-29T21:36:59Z,"cowpunk,experimental,garage rock,no wave,post-punk,psychobilly,punk,punk blues","Blixa Sounds",0.347,0.556,9,-10.991,0,0.0319,0.000706,0.0269,0.142,0.595,160.983,3
3FwCEB2BNFzWQ9rn4goCXZ,"Baby Queen","Cracker Island","Gorillaz",2023-02-24,220105,53,,2023-05-27T21:03:16Z,"alternative hip hop,modern rock,rock","Parlophone UK",0.533,0.855,0,-4.747,1,0.0388,0.00186,0.375,0.0567,0.464,75.011,4
60ai2HTUjTEQQgw2vCseLt,"Turn Away","Excess","Automatic",2022-06-24,198936,31,,2023-05-27T20:33:58Z,"synth punk","Stones Throw Records",0.62,0.578,4,-6.316,1,0.0664,0.000124,0.542,0.205,0.886,216.315,4
6pqUg4vVg1wDvd4anCczrY,"Strange Conversations","Signal","Automatic",2019-09-27,205920,29,,2023-05-27T20:28:22Z,"synth punk","Stones Throw Records",0.64,0.535,2,-6.084,1,0.0274,0.488,0.00813,0.185,0.774,100.058,4
5ZgNecJcN9SSopnmCTlpXs,"Virginia Plain","Roxy Music","Roxy Music",1972-06-01,178375,46,,2023-05-26T18:14:11Z,"art rock,glam rock,melancholia,new romantic,new wave,new wave pop,sophisti-pop","EG Records",0.588,0.708,6,-7.823,1,0.0352,0.442,0.0000367,0.293,0.579,131.195,4
2AX5E86cn9n2dgioZEjirI,"Golden Brown","La Folie","The Stranglers",1981,206760,68,,2023-05-26T16:12:25Z,"glam rock,new romantic,new wave,new wave pop,protopunk,pub rock,zolo","Parlophone UK",0.562,0.383,6,-15.474,1,0.0304,0.143,0.124,0.138,0.599,93.764,3
2x5c9ApuyqGcJ0ApKukGCl,"Undertow","The Fool","Warpaint",2010-10-25,353226,32,,2023-05-24T16:14:40Z,"alternative dance,art pop,chamber pop,dance-punk,dream pop,electronica,experimental pop,indie rock,la indie,modern dream pop,neo-synthpop,new rave,noise pop,shimmer pop","Rough Trade",0.496,0.491,6,-9.337,0,0.0248,0.00412,0.395,0.103,0.372,104.196,4
0UROPTHqU5C7TI1N8wOkIF,"St Elmo's Fire - Remastered 2004","Another Green World (2004 Remaster)","Brian Eno",1975-09-01,182413,34,,2023-05-19T22:14:54Z,"abstract,ambient,art pop,art rock,compositional ambient,experimental,experimental ambient,fourth world,glam rock,minimalism,singer-songwriter","EMI Marketing",0.448,0.662,0,-13.028,1,0.0388,0.485,0.402,0.0804,0.452,169.754,4
28c4nfBHdb3xviamRCEsIe,"Feel the Pain","Without a Sound","Dinosaur Jr.",1994-08-23,259600,41,,2023-05-18T18:09:44Z,"alternative rock,lo-fi,noise pop,noise rock,permanent wave,power pop,shoegaze,slacker rock","Cherry Red Records",0.34,0.804,0,-8.355,1,0.0516,0.00331,0.0191,0.0727,0.854,131.5,4
4absiGHMelB8eH976ytjBj,"Evil","Antics","Interpol",2004-09-27,215826,62,,2023-05-12T21:47:40Z,"alternative dance,alternative rock,indie rock,indietronica,modern rock,rock","Matador",0.489,0.769,5,-3.524,1,0.038,0.00135,0.56,0.0727,0.637,128.985,4
3R30L1nkH6nUVAsyAc0xMW,"Love You More - 1996 Remastered Version","Love Bites","Buzzcocks",1978,110000,26,,2023-05-10T02:40:02Z,"alternative rock,britpop,madchester,new wave,post-punk,punk,uk post-punk","Domino Recording Co",0.33,0.793,4,-6.3,1,0.0937,0.00139,0,0.406,0.754,87.459,4
4mSFpD4NuvUBwaa4J3gRt6,"Any Emotions","The Great Pretenders","Mini Mansions,Brian Wilson",2015-03-23,195120,19,,2023-05-05T17:47:49Z,"psychedelic pop,baroque pop,sunshine pop","Electro Magnetic Corporation",0.379,0.439,2,-9.531,1,0.0329,0.17,0.288,0.177,0.349,184.693,4
2L5q7IAB6u8Lw73GD6CKhk,"Dreamcatcher (2 Hz Delta Wave)","Binarual Beats for Deep Sleep","Shaman",2020-01-16,291000,27,,2023-05-01T05:16:42Z,"environmental,ocean,water","Firefly Entertainment",0.252,0.00623,8,-31.641,0,0.0456,0.991,0.278,0.085,0.0354,72.338,4
11AO51800ASpJAGvmNHWfa,"Creature Comfort","City Sun Eater in the River of Light","Woods",2016-04-08,227119,27,,2023-04-23T00:40:51Z,"brooklyn indie,chamber pop,freak folk,indie rock,modern folk rock,neo-psychedelic,noise pop","Woodsist",0.782,0.61,0,-5.441,1,0.0292,0.134,0.0000188,0.1,0.855,119.948,4
2iWfZFAF8BCi0CY4NyuP8D,"Gamma Ray","Modern Guilt","Beck",2008-07-08,176920,59,,2023-04-14T22:17:27Z,"alternative rock,anti-folk,permanent wave,rock,slacker rock","Beck",0.603,0.909,11,-4.213,0,0.0385,0.109,0.249,0.329,0.7,168.116,4
3jww6jMhelPsHnXO7Bar9v,"Slow Jam 1","I'm In Your Mind Fuzz","King Gizzard & The Lizard Wizard",2014-10-31,174563,48,,2023-03-27T15:14:23Z,"australian psych,double drumming,microtonal,neo-psychedelic","KGLW (King Gizzard & the Lizard Wizard)",0.422,0.732,6,-7.762,1,0.0892,0.353,0.808,0.365,0.734,175.43,4
1bFPKxP56XWDXJOwo3Kvfp,"Needle In The Hay","Elliott Smith","Elliott Smith",1995-07-10,257586,50,,2023-03-27T14:48:31Z,"alternative rock,indie rock,melancholia,singer-songwriter","Universal Music",0.562,0.192,9,-17.451,0,0.0412,0.24,0.0344,0.118,0.313,116.015,4
6JgHKt0WwdwlXIht6M0mqa,"I'm So Tired","Instrument Soundtrack","Fugazi",1999-04-01,118933,66,,2023-03-27T14:46:16Z,"alternative rock,dc hardcore,noise pop,noise rock,post-hardcore,post-punk,punk","Dischord Records",0.328,0.13,6,-15.094,1,0.0307,0.892,0.0129,0.122,0.169,78.454,4
5hS8s1Vf4CeSRBT1bTWa39,"Roddy","Twenty Twenty","Djo",2019-09-13,252987,62,,2023-03-27T14:27:11Z,"pov: indie,psychedelic pop","Djo",0.558,0.522,0,-9.161,1,0.0278,0.112,0.0273,0.0686,0.674,179.982,4
4V0x90QcMh4ZxwHzEWOdtK,"Feel It All Around","Life of Leisure","Washed Out",2009-09-08,192080,57,,2023-03-27T14:04:38Z,"chillwave,indietronica,neo-synthpop","Washed Out",0.34,0.737,8,-4.681,1,0.0582,0.000105,0.762,0.0699,0.499,172.022,4
2JtL0a3NHcGkFQ7kfDLKUT,"Swing Lo Magellan","Swing Lo Magellan","Dirty Projectors",2012-07-10,157800,38,,2023-03-27T13:59:06Z,"art pop,brooklyn indie,indie rock,indietronica,noise pop","Domino Recording Co",0.738,0.366,5,-10.231,0,0.0324,0.825,0.0000269,0.118,0.507,101.031,4
0R3TWpoxAhT3HDXM7tpRzS,"Ghostride","Jinx","Crumb",2019-06-14,126120,70,,2023-03-27T13:48:20Z,"neo-psychedelic","Crumb Records",0.665,0.351,2,-9.424,1,0.0276,0.516,0.819,0.109,0.451,87.057,4
28qA8y1sz0FTuSapsCxNOG,"Father Time (feat. Sampha)","Mr. Morale & The Big Steppers","Kendrick Lamar,Sampha",2022-05-13,222497,69,,2023-03-26T00:20:59Z,"conscious hip hop,hip hop,rap,west coast rap,alternative r&b,indie soul","pgLang/Top Dawg Entertainment/Aftermath/Interscope Records",0.514,0.779,10,-4.365,0,0.344,0.181,0,0.099,0.517,152.869,4
2cOCunrzyHVpTrTwSIKRbt,"Black & Blue","Miike Snow (Deluxe Edition)","Miike Snow",2009,219733,45,,2023-03-25T22:39:11Z,"alternative dance,electropop,indietronica,neo-synthpop,shimmer pop,swedish electropop,swedish indie pop,swedish synthpop","Downtown Records/Republic Records",0.665,0.793,5,-3.888,0,0.0302,0.0166,0.000215,0.113,0.475,135.011,4
3Y8VQ0O6OgczZNL3HCNUMU,"Be the One You Love","Be the One You Love","Sitcom,Adam Amram",2018-02-24,214850,13,,2023-03-25T21:33:02Z,"small room","Terrible Records",0.728,0.812,9,-10.105,0,0.226,0.124,0.0000524,0.0875,0.316,170.034,4
6I5smKWqDl1TwxUvyhDRSZ,"Something New","Today","Babe Rainbow",2019-09-20,195080,48,,2023-03-25T21:32:35Z,"australian reggae fusion,neo-psychedelic","Eureka Music",0.628,0.667,11,-8.671,1,0.0272,0.147,0.0416,0.375,0.73,87.87,4
5BQ7Txrx41vbbUvQBuKNuP,"Veni Vidi Vici","Good Bad Not Evil","Black Lips",2007-09-01,148306,41,,2023-03-25T21:31:32Z,"atlanta indie,atlanta punk,garage pop,garage rock,indie garage rock,neo-psychedelic,noise pop","Fire Records",0.666,0.544,11,-7.019,0,0.0298,0.273,0.000812,0.149,0.716,107.363,4
3U3uvOHNxa3ODEiD9H6oVr,"Nina","Jinx","Crumb",2019-06-14,200280,46,,2023-03-25T21:29:42Z,"neo-psychedelic","Crumb Records",0.58,0.797,11,-9.689,0,0.0443,0.653,0.762,0.0875,0.596,79.89,4
4IzSgkrRjtNEXyXp72COSl,"Planet Junior","The Babe Rainbow EP","Babe Rainbow",2015-07-10,193947,37,,2023-03-25T21:29:16Z,"australian reggae fusion,neo-psychedelic","Eureka Music",0.474,0.568,0,-8.865,1,0.0302,0.00745,0.00355,0.378,0.456,113.817,4
45qGrOnjFJsgmzjRv5LA2T,"Dune","House in the Tall Grass","Kikagaku Moyo",2016-05-13,128500,40,,2023-03-25T21:28:07Z,"instrumental stoner rock,japanese psychedelic,japanese psychedelic rock,neo-psychedelic","Guruguru Brain",0.354,0.535,4,-10.668,0,0.035,0.916,0.895,0.126,0.853,126.476,4
4Vie7AYSqfGHEP2uBh0ua5,"Egg","haha","The Garden",2015-10-09,184662,49,,2023-03-25T21:21:54Z,"art punk,oc indie","Epitaph",0.568,0.778,0,-6.5,1,0.0338,0.00101,0.00659,0.113,0.672,124.077,4
1kt1Xf4Q6qCAVFB0KOUcAW,"Just a Little Boy (For Chester Burnett)","To Be Kind","Swans",2014-05-12,759748,28,,2023-03-24T01:14:05Z,"art pop,dream pop,experimental,experimental rock,industrial,industrial rock,no wave,noise pop,noise rock,post-punk,post-rock,shoegaze","Mute",0.317,0.346,7,-11.416,1,0.0292,0.0752,0.35,0.119,0.115,144.278,3
5BiEZB7BcAIAvq6ZODFu20,"Lost My Mind","Patterns","Froth",2014-01-02,218592,39,,2023-03-21T21:34:19Z,"indie garage rock,neo-psychedelic","Froth",0.261,0.537,7,-9.909,1,0.0313,0.0171,0.046,0.226,0.478,101.528,4
2XTjamhOEI6Q11PSvnVtNQ,"Innerspace","Fun Trick Noisemaker","The Apples In Stereo,Robert Schneider",1995,156000,38,,2023-03-21T20:48:57Z,"denver indie,elephant 6,lo-fi","The Apples in stereo",0.547,0.534,4,-11.275,1,0.0303,0.386,0.446,0.243,0.572,94,4
0a64exvT5aKVaRSmAVMaCT,"To Love","To Love","Suki Waterhouse",2023-03-03,236838,51,,2023-03-16T19:24:53Z,"indie pop","Sub Pop Records",0.285,0.697,2,-4.448,1,0.0354,0.0158,0.0000625,0.104,0.204,156.842,3
12YDUqMnyt1Ju81umdRles,"Courtesy Call","Networker","Omni",2019-11-01,226973,21,,2023-03-14T21:04:52Z,"american post-punk,atlanta indie,crank wave,garage psych","Sub Pop Records",0.831,0.262,5,-7.009,1,0.0494,0.56,0.256,0.0609,0.569,124.945,4
5HoWezhCvIvP1L2sqO4S9y,"Lover","Smokey Rolls Down Thunder Canyon","Devendra Banhart",2007-09-24,223373,24,,2023-03-11T23:42:58Z,"chamber pop,freak folk,new weird america","XL Recordings",0.649,0.723,7,-8.226,1,0.032,0.398,0.0000129,0.0684,0.884,107.945,4
5Bp3OmGILMam5w6KnafdKY,"Young Love (feat. Laura Marling)","Twenty One","Mystery Jets,Laura Marling",2008-03-21,202293,47,,2023-03-10T17:13:44Z,"british indie rock,dance-punk,english indie rock,new rave,scottish rock,british folk,british singer-songwriter,chamber pop,singer-songwriter","679 Recordings UK. Ltd.",0.63,0.942,4,-5.186,1,0.0869,0.141,0.00000212,0.0958,0.753,136.155,4
3HMOMdRPywfouYx5B4PvaH,"Carry the Zero","Keep It like a Secret","Built To Spill",1999-01-22,343893,50,,2023-03-09T17:47:45Z,"alternative rock,chamber pop,idaho indie,indie rock,lo-fi,noise rock,slacker rock","Warner Records",0.264,0.812,4,-5.651,1,0.031,0.0000135,0.108,0.0962,0.458,94.095,4
6fDNBchPLcOgalO7suWIyd,"Love Forever","The Babe Rainbow EP","Babe Rainbow",2015-07-10,152382,42,,2023-03-03T07:39:22Z,"australian reggae fusion,neo-psychedelic","Eureka Music",0.4,0.827,0,-9.966,1,0.041,0.00292,0.00303,0.264,0.776,146.461,4
33R3swWziWYmnDYvZqcZVS,"Crystalised","xx","The xx",2009-08-18,201946,58,,2023-03-03T07:34:27Z,"downtempo,dream pop,indietronica","Young",0.762,0.484,11,-12.368,0,0.0311,0.812,0.389,0.0841,0.415,122.916,4
4eYtg015W15Ik5dUGzFXje,"Herald of the Change","Dune (Original Motion Picture Soundtrack)","Hans Zimmer",2021-09-17,301013,47,,2023-02-28T20:24:57Z,"german soundtrack,orchestral soundtrack,soundtrack","WaterTower Music",0.091,0.0291,2,-28.866,1,0.0384,0.895,0.928,0.104,0.0327,87.258,4
4pqwWcs8tMhbmUXj9qiUoM,"Sacred Sands","Allah-Las","Allah-Las",2012-10-28,211086,38,,2023-02-26T00:12:45Z,"indie surf,neo-psychedelic,noise pop","Innovative Leisure",0.522,0.816,6,-8.326,0,0.0282,0.0000609,0.532,0.0864,0.727,130.431,4
14TeEN4EG0VEKJ1Q5hUo5i,"Cold Lips","Stay Home","The Beets",2010-01-12,77826,31,,2023-02-26T00:12:34Z,"garage pop,indie garage rock","Mountain of Slime",0.46,0.8,4,-5.553,1,0.0299,0.00645,0.794,0.23,0.972,143.779,4
7cTY2CP1WFNb6yKiXKeW0d,"Ferryboat of the Mind","Wheeltappers and Shunters","Clinic",2019-05-10,129186,36,,2023-02-26T00:10:55Z,"art punk,dance-punk,noise pop","Domino Recording Co",0.514,0.617,1,-6.104,1,0.0412,0.0565,0.796,0.169,0.216,108.753,3
4j4pPKE3xAblPIbhxScC1j,"Rawnald Gregory Erickson the Second","Starfucker","STRFKR",2008-09-23,173693,58,,2023-02-26T00:04:53Z,"indie rock,indietronica","Badman Recording Co",0.9,0.538,7,-7.879,1,0.0343,0.229,0.843,0.287,0.713,95.508,4
4wcWI3GEtaGm38dbdDFbyI,"Aftermath","Maxinquaye","Tricky,Martina Topley-Bird",1995-01-01,458666,48,,2023-02-25T00:30:46Z,"electronica,trip hop,solo wave","Universal-Island Records Ltd.",0.73,0.436,10,-14.19,0,0.0637,0.0363,0.296,0.138,0.501,80.84,4
1d2GrPJtJXKUpW6K9OhF5x,"Let Her Dance","Never To Be Forgotten - The Mustang Years","The Bobby Fuller Four",1998,151600,41,,2023-02-22T23:14:16Z,"bubblegum pop,classic garage rock,surf music","Rhino",0.531,0.763,7,-12.456,1,0.0279,0.00405,0.00000116,0.131,0.974,141.765,4
7KX4EbU1jzZV1FFZVcGjeI,"Name Escape","Endless Scroll","BODEGA",2018-07-06,223535,0,,2023-02-12T21:48:31Z,"canadian psychedelic rock,crank wave","What's Your Rupture?",0.918,0.655,11,-5.509,1,0.0532,0.425,0.00000743,0.159,0.92,126.076,4
42HpT9mPtWuQwgHqwvQX4e,"Truth Is Not Punishment","Endless Scroll","BODEGA",2018-07-06,169080,0,,2023-02-12T21:46:16Z,"canadian psychedelic rock,crank wave","What's Your Rupture?",0.457,0.861,1,-4.649,1,0.035,0.0154,0.00386,0.101,0.744,148.84,4
1uC1iNAgI8LWpGTEi0to6h,"Williamsburg Bridge","Endless Scroll","BODEGA",2018-07-06,237121,0,,2023-02-12T21:44:34Z,"canadian psychedelic rock,crank wave","What's Your Rupture?",0.637,0.615,1,-6.412,1,0.0376,0.275,0.0727,0.0727,0.384,86.978,4
2kNpBpE4crwQked2KMwWMS,"Gyrate","Endless Scroll","BODEGA",2018-07-06,97487,0,,2023-02-12T21:39:02Z,"canadian psychedelic rock,crank wave","What's Your Rupture?",0.822,0.644,8,-5.372,1,0.0423,0.475,0.3,0.116,0.964,147.014,4
0ksUzO5LMwdMWhCeVZjOx9,"Boxes for the Move","Endless Scroll","BODEGA",2018-07-06,168928,0,,2023-02-12T21:36:43Z,"canadian psychedelic rock,crank wave","What's Your Rupture?",0.703,0.574,6,-6.92,0,0.0255,0.2,0,0.106,0.89,101.998,4
0KInEb5oRw5DSWG5igi9CF,"Doers","Broken Equipment","BODEGA",2022-03-11,199447,0,,2023-02-10T17:19:54Z,"canadian psychedelic rock,crank wave","What's Your Rupture?",0.536,0.763,10,-6.429,0,0.0709,0.00473,0.00000434,0.0662,0.647,177.99,4
0eL1VqUPElim7IP5eezImS,"Future Me Hates Me","Future Me Hates Me","The Beths",2018-08-10,245813,0,,2023-02-10T17:18:40Z,"auckland indie,bubblegrunge,indie pop,indie rock,kiwi rock,modern power pop,nz indie","Carpark Records",0.476,0.775,4,-6.999,1,0.0308,0.0000202,0.00134,0.13,0.585,137.093,4
7BUWT7WORMUU6NTThFlbzv,"Baby","Water","Dehd",2019-05-10,106693,0,,2023-02-10T17:18:02Z,"bubblegrunge,countrygaze,surf punk","Fire Talk",0.62,0.733,4,-3.157,0,0.0316,0.411,0.396,0.572,0.682,109.438,4
2enPRFda84VE2wtI8c86Uf,"Always Forever","Static","Cults",2013-10-15,223746,79,,2023-02-06T01:58:22Z,"experimental pop,indie surf,pov: indie","Columbia",0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,4
4LpUpiYoZ2M3Z1kmhn4EQo,"Still Beating","This Old Dog","Mac DeMarco",2017-05-05,181586,70,,2023-02-06T01:42:13Z,"edmonton indie,lo-fi indie,pov: indie,slacker rock","Captured Tracks",0.709,0.496,1,-10.528,0,0.0417,0.581,0.191,0.151,0.469,78.477,4
6Dq2LzijkY9WNPwBGDah4L,"Didn't I","Let My People Go","Darondo",2005-01-24,209160,63,,2023-02-06T01:40:23Z,"afrobeat,classic soul,funk","Luv N' Haight",0.463,0.382,5,-11.682,1,0.0278,0.897,0.263,0.108,0.638,74.573,4
4PFiLGx8jAzcAJxwPLUeZ9,"Cigarettes and Coffee","The Soul Album","Otis Redding",1966-04-01,240800,57,,2023-02-05T23:25:35Z,"classic soul,memphis soul,soul,soul blues,southern soul,vocal jazz","Rhino",0.483,0.275,0,-13.609,1,0.0418,0.232,0,0.125,0.31,138.063,3
1knUACOt5yfNAYn7gnYQVt,"Work","CDW","Charlotte Day Wilson",2016-08-26,224481,60,,2023-02-05T23:23:40Z,"alternative r&b,canadian contemporary r&b,indie soul","Stone Woman Music",0.623,0.296,1,-8.036,1,0.0311,0.522,0.211,0.0801,0.158,129.949,3
5NokSQOH2MUmBChmCyVxyj,"Calling It","Signal","Automatic",2019-09-27,149360,37,,2023-01-19T04:52:57Z,"synth punk","Stones Throw Records",0.681,0.731,2,-6.154,1,0.0346,0.00066,0.604,0.366,0.662,119.079,4
1t6zwEOPQUz9QIjlwZ5UGF,"Line Of Fire","Junip","Junip",2014-03-01,339293,43,,2023-01-17T21:37:52Z,"chamber pop,swedish indie rock","Mute",0.484,0.75,2,-8.033,1,0.0417,0.472,0.523,0.111,0.284,90.377,4
44DnIGEvTlhDkGv3xLSDcp,"Wide Eyes","Gorilla Manor","Local Natives",2010-02-16,266053,46,,2023-01-17T21:35:44Z,"chamber pop,indie rock,la indie,modern rock,shimmer pop,stomp and holler","Frenchkiss Records",0.528,0.86,11,-8.033,0,0.0397,0.00131,0.25,0.251,0.49,123.12,4
1l7RdRpc4VJ7wN7cmRfvKC,"Turtle Neck","Bosnian Rainbows","Bosnian Rainbows",2013-06-28,385600,24,,2023-01-13T02:06:27Z,"el paso indie,modern alternative rock","Clouds Hill",0.282,0.725,8,-6.983,0,0.0741,0.00185,0.00825,0.385,0.432,113.236,4
7wstEmroQO27mWa0WgRKsC,"U Should Know","Bitter Suites","Travis Bretzer",2016-09-30,136489,30,,2023-01-12T21:51:05Z,"edmonton indie,indie garage rock","Human Sounds Records",0.224,0.632,10,-7.605,1,0.0338,0.368,0.747,0.137,0.547,149.029,4
3GTCVyhV6udA2x3rJMnb5K,"Daily Gazette","PAINT","PAINT",2018-11-02,157047,0,,2023-01-12T21:49:21Z,"neo-psychedelic,psychedelic folk rock","Mexican Summer",0.64,0.603,5,-7.777,1,0.0293,0.329,0.584,0.0893,0.857,116.94,4
39MMNcbRPAWgHm9Nx43uXF,"Cliff Has Left the Building","Insecure Men","Insecure Men",2018-02-23,228973,31,,2023-01-12T21:36:46Z,"","Fat Possum",0.389,0.597,6,-9.517,0,0.0313,0.128,0.287,0.153,0.704,145.999,3
0YBA7eO8kqEzUoC6zAEutF,"M.E.","The Pleasure Principle","Gary Numan",1979-09-07,337240,47,,2023-01-12T21:36:36Z,"new romantic,new wave,permanent wave,synthpop","Beggars Banquet",0.428,0.641,0,-8.131,1,0.0296,0.00884,0.111,0.122,0.208,109.356,4
5lwQGZYF4BXOzFtXc5zk8q,"Head Over Heels - Dave Bascombe 7 N.Mix","Songs From The Big Chair (Deluxe)","Tears For Fears,Dave Bascombe",1985-02-25,257315,68,,2023-01-12T21:27:32Z,"new romantic,new wave,new wave pop,permanent wave,rock,sophisti-pop,synthpop","UMC (Universal Music Catalogue)",0.623,0.739,7,-8.116,1,0.0244,0.338,0.0000188,0.109,0.642,95.007,4
4vzOMLsOzZIGZb6MdnmhUV,"Post Acid","King of the Beach","Wavves",2010,130520,31,,2023-01-12T21:22:03Z,"indie garage rock,indie rock,indie surf,lo-fi,noise pop,noise rock,nu gaze,san diego indie,surf punk","Fat Possum",0.314,0.953,11,-2.385,0,0.132,0.000361,0.00000356,0.068,0.413,122.982,4
1CHL6sjDwpivvA4LE0lsww,"King of the Beach","King of the Beach","Wavves",2010,158106,37,,2023-01-12T21:16:03Z,"indie garage rock,indie rock,indie surf,lo-fi,noise pop,noise rock,nu gaze,san diego indie,surf punk","Fat Possum",0.373,0.976,11,-2.196,1,0.104,0.000216,0.0000101,0.54,0.549,170.153,4
1mvDFqbbmgmMmU6U4dIq5m,"Forbidden Fruit (feat. Kendrick Lamar)","Born Sinner (Deluxe Version)","J. Cole,Kendrick Lamar",2013-06-18,268666,61,,2023-01-11T07:15:06Z,"conscious hip hop,hip hop,north carolina hip hop,rap,west coast rap","Roc Nation LLC",0.84,0.504,1,-9.354,1,0.383,0.546,0.00131,0.211,0.406,110.027,4
3dst21BU1yo7leS5njO5dC,"Beef Rapp","MM..FOOD","MF DOOM",2004-11-16,279666,53,,2023-01-11T07:13:55Z,"east coast hip hop,hip hop,instrumental hip hop,rap","Rhymesayers",0.426,0.899,4,-5.673,1,0.313,0.371,0.0000264,0.715,0.644,91.65,4
5iZlpYfihsjuLlcqChhN1x,"I Would Hurt A Fly","Perfect From Now On","Built To Spill",1997-01-01,374973,1,,2023-01-09T19:30:52Z,"alternative rock,chamber pop,idaho indie,indie rock,lo-fi,noise rock,slacker rock","Spunk",0.352,0.576,7,-8.77,0,0.0275,0.000275,0.689,0.0528,0.541,137.75,4
4xzzcciBhtpq2c8Vd5Qdzu,"Growing Up Boys","Ganglion Reef","Wand",2014-08-26,226933,32,,2023-01-09T19:29:24Z,"neo-psychedelic","GOD?",0.478,0.459,0,-6.6,1,0.0268,0.038,0.102,0.652,0.117,128.968,4
2AD9ksH0C7hJrSXZMllbgh,"Chameleons","Chameleons","The South Hill Experiment,Baird,Goldwash",2022-10-28,195933,0,,2023-01-08T22:06:15Z,"baltimore indie,collage pop,vapor soul","The South Hill Experiment",0.366,0.738,6,-4.912,0,0.0442,0.00925,0.0905,0.778,0.242,73.564,4
1czWhY1yxRpoeKagrhzfah,"Happy Colored Marbles","Quebec","Ween",2003,194000,0,,2023-01-07T19:34:35Z,"alternative rock","CHOCODOG RECORDS",0.687,0.472,0,-7.124,1,0.026,0.494,0.00361,0.0979,0.262,129.385,4
2PV9sorI2h94qEPke7SlGI,"Baby's On Fire - Remastered 2004","Here Come The Warm Jets","Brian Eno",1973,319373,37,,2023-01-07T19:24:13Z,"abstract,ambient,art pop,art rock,compositional ambient,experimental,experimental ambient,fourth world,glam rock,minimalism,singer-songwriter","EMI Marketing",0.454,0.8,3,-7.705,1,0.0402,0.00338,0.00134,0.0937,0.43,121.818,4
1WN4uNclrDuczTO3bCr8s1,"Be My Baby","Presenting the Fabulous Ronettes Featuring Veronica","The Ronettes",1964-11-01,160906,77,,2023-01-06T00:10:58Z,"brill building pop,classic girl group,motown,rock-and-roll","Legacy Recordings",0.512,0.771,4,-7.006,1,0.0402,0.168,0,0.0895,0.803,129.639,4
7wtNoo3GB6Dv7KhiLmyY7T,"Someone to Love","Hiding in Plain Sight","Drugdealer",2022-10-28,236666,0,,2023-01-06T00:02:23Z,"indie garage rock,neo-psychedelic,psychedelic pop","Mexican Summer",0.774,0.427,2,-10.386,0,0.0538,0.457,0.27,0.132,0.663,78.286,4
1nDSOHAjBN5M1KW74yO3R3,"These Ain't Raindrops","You Got My Mind Messed Up","James Carr",1968-01-01,155320,39,,2023-01-05T23:54:20Z,"classic soul,memphis soul,southern soul","Ace Records",0.463,0.476,9,-7.109,1,0.0356,0.68,0,0.156,0.611,153.962,3
4X4NrHp5VpibgirzuImxXd,"Merry Go Round","Doin It!!!!","The Equatics",1972,163946,46,,2023-01-05T23:51:25Z,"psychedelic soul","Now Again Records",0.512,0.458,0,-10.623,0,0.0286,0.00553,0,0.22,0.594,131.84,4
0HFrCOmhCYXlv4NdEwRAuj,"U.O.E.N.O. (feat. Rick Ross, Future)","Gift Of Gab 2 (Deluxe Edition)","Rocko",2013-03-05,260276,60,,2023-01-05T23:48:48Z,"atl hip hop,dirty south rap,old school atlanta hip hop,trap","Rocky Road Records",0.422,0.641,10,-4.947,0,0.323,0.422,0,0.317,0.654,187.027,3
7gn0MfkV4ZuMkqbPlmhIlx,"Deadcrush","RELAXER","alt-J",2017-06-02,231013,49,,2023-01-05T23:43:22Z,"indie rock,indietronica,modern alternative rock,modern rock,rock,shimmer pop","Canvasback/ATL",0.648,0.622,9,-6.651,0,0.0578,0.0959,0.477,0.126,0.604,142.979,4
2vFaBeQqDVZW9SiJeiM4LU,"Gut Feeling / (Slap Your Mammy)","Q: Are We Not Men? A: We Are Devo!","DEVO",1978,297733,40,,2023-01-04T05:16:20Z,"alternative rock,art punk,dance rock,new romantic,new wave,new wave pop,post-punk,synth punk,synthpop,zolo","Warner Records",0.297,0.811,7,-10.267,1,0.0583,0.0128,0.538,0.111,0.722,165.376,4
